battleneturl,race,s,sBase,sMineral,hotkey00,hotkey01,hotkey02,hotkey03,hotkey04,hotkey05,hotkey06,hotkey07,hotkey08,hotkey09,hotkey10,hotkey11,hotkey12,hotkey13,hotkey14,hotkey15,hotkey16,hotkey17,hotkey18,hotkey19,hotkey20,hotkey21,hotkey22,hotkey23,hotkey24,hotkey25,hotkey26,hotkey27,hotkey28,hotkey29,hotkey30,hotkey31,hotkey32,hotkey33,hotkey34,hotkey35,hotkey36,hotkey37,hotkey38,hotkey39,hotkey40,hotkey41,hotkey42,hotkey43,hotkey44,hotkey45,hotkey46,hotkey47,hotkey48,hotkey49,hotkey50,hotkey51,hotkey52,hotkey53,hotkey54,hotkey55,hotkey56,hotkey57,hotkey58,hotkey59,hotkey60,hotkey61,hotkey62,hotkey63,hotkey64,hotkey65,hotkey66,hotkey67,hotkey68,hotkey69,hotkey70,hotkey71,hotkey72,hotkey73,hotkey74,hotkey75,hotkey76,hotkey77,hotkey78,hotkey79,hotkey80,hotkey81,hotkey82,hotkey83,hotkey84,hotkey85,hotkey86,hotkey87,hotkey88,hotkey89,hotkey90,hotkey91,hotkey92,hotkey93,hotkey94,hotkey95,hotkey96,hotkey97,hotkey98,hotkey99,apm
/Dark/,Zerg,370,8,0,0,0,0,0,0,0,0,0,0,0,4,5,304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,391,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.740608228980323
/Dear/,Protoss,203,134,0,2,0,8,0,0,0,0,0,0,0,4,0,253,0,0,0,0,0,0,0,14,0,95,0,0,0,0,0,0,0,5,0,260,0,0,0,0,0,0,0,1,0,134,0,0,0,0,0,0,0,1,0,261,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.489577129243598
/YongHwa/,Protoss,246,2,0,1,0,0,0,0,0,0,0,0,0,14,0,161,0,0,0,0,0,0,0,3,0,243,0,0,0,0,0,0,0,1,0,508,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.344350156319786
/Life/,Zerg,367,9,0,0,0,0,0,0,0,0,0,0,0,41,0,374,0,0,0,0,0,0,0,24,0,159,0,0,0,0,0,0,0,6,0,34,0,0,0,0,0,0,0,6,0,665,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,1,0,65,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.132201875837428
/Life/,Zerg,280,5,1,2,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,7,0,216,0,0,0,0,0,0,0,1,0,473,0,0,0,0,0,0,0,3,0,122,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10.518319928507596
/YongHwa/,Protoss,319,12,0,0,0,0,0,0,0,0,0,0,0,26,0,373,0,0,0,0,0,0,0,25,0,93,0,0,0,0,0,0,0,6,0,37,0,0,0,0,0,0,0,3,0,604,0,0,0,0,0,0,0,3,0,82,0,0,0,0,0,0,0,2,0,55,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.991066110780226
/Life/,Zerg,343,5,0,0,0,0,0,0,0,0,0,0,0,26,0,324,0,0,0,0,0,0,0,18,0,143,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,2,0,634,0,0,0,0,0,0,0,3,0,75,0,0,0,0,0,0,0,3,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.227882037533512
/YongHwa/,Protoss,264,2,0,1,0,0,0,0,0,0,0,0,0,13,0,222,0,0,0,0,0,0,0,6,0,137,0,0,0,0,0,0,0,1,0,525,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,4,0,59,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.514068780705673
/Dear/,Protoss,194,45,1,1,0,0,0,0,0,0,0,0,0,10,0,242,0,0,0,0,0,0,0,16,0,128,0,0,0,0,0,0,0,3,0,127,0,0,0,0,0,0,0,1,0,192,0,0,0,0,0,0,0,3,0,388,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22205640949112
/YongHwa/,Protoss,338,2,1,1,0,0,0,0,0,0,0,0,0,7,0,68,0,0,0,0,0,0,0,9,0,279,0,0,0,0,0,0,0,1,0,546,0,0,0,0,0,0,0,4,0,38,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.223713646532438
/Dear/,Protoss,217,64,0,2,0,2,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,17,0,219,0,0,0,0,0,0,0,6,0,100,0,0,0,0,0,0,0,1,0,237,0,0,0,0,0,0,0,2,0,371,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.216587112171837
/Dark/,Zerg,358,10,0,0,0,0,0,0,0,0,0,0,0,5,1,290,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,385,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.754354622599374
/Dear/,Protoss,136,100,0,2,0,2,0,0,0,0,0,0,0,2,0,97,0,0,0,0,0,0,0,10,0,278,0,0,0,0,0,0,0,3,0,90,0,0,0,0,0,0,0,1,0,241,0,0,0,0,0,0,0,2,0,186,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.402144772117962
/Dark/,Zerg,289,23,0,0,0,0,0,0,0,0,0,0,0,2,1,277,0,0,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,397,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.401251117068812
/Dark/,Zerg,299,11,1,0,0,0,0,0,0,0,0,0,0,5,0,246,0,0,0,0,0,0,0,2,0,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,390,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.222520107238605
/Stats/,Protoss,235,17,0,0,0,0,0,0,0,0,0,0,0,4,0,72,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,2,0,85,0,0,0,0,0,0,0,1,0,342,0,0,0,0,0,0,0,1,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.987492555092317
/ParalyzE/,Protoss,302,9,0,0,0,0,0,0,0,0,0,0,0,6,0,63,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,1,0,127,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.841024114319738
/Curious/,Zerg,147,48,0,1,0,3,0,0,0,0,0,0,0,8,0,102,0,0,0,0,0,0,0,3,0,162,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,2,0,65,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5.305696391291381
/Stats/,Protoss,145,49,0,1,1,32,0,0,0,0,0,0,0,5,0,124,0,0,0,0,0,0,0,7,0,70,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,1,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,5.165326184092939
/Curious/,Zerg,317,10,1,0,0,0,0,0,0,0,0,0,0,6,0,44,0,0,0,0,0,0,0,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,0,0,0,0,0,0,1,0,107,0,0,0,0,0,0,0,2,0,46,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.828980749141919
/Stats/,Protoss,322,8,0,0,0,0,0,0,0,0,0,0,0,5,0,64,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,1,0,148,0,0,0,0,0,0,0,4,0,66,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.320023837902265
/ParalyzE/,Protoss,223,7,1,0,0,0,0,0,0,0,0,0,0,6,0,56,0,0,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,3,1,102,0,0,0,0,0,0,0,1,0,312,0,0,0,0,0,0,0,1,0,151,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.882931188561216
/ParalyzE/,Protoss,246,8,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,0,0,0,0,1,0,58,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0,1,0,211,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.484072640666865
/ParalyzE/,Protoss,205,7,0,0,0,0,0,0,0,0,0,0,0,3,0,57,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,2,0,137,0,0,0,0,0,0,0,1,0,259,0,0,0,0,0,0,0,1,0,112,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9398630544805
/Stats/,Protoss,122,67,0,1,1,32,0,0,0,0,0,0,0,2,0,75,0,0,0,0,0,0,0,6,0,46,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,110,0,0,0,0,0,0,0,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,5.126525751711819
/Stats/,Protoss,92,52,0,1,1,35,0,0,0,0,0,0,0,4,0,184,0,0,0,0,0,0,0,3,0,121,0,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,2,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,5.82316165525454
/Rain/,Protoss,200,7,0,0,0,0,0,0,0,0,0,0,0,25,0,71,0,0,0,0,0,0,0,4,0,207,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.284649776453056
/Zest/,Protoss,100,10,24,0,1,0,0,0,0,0,0,0,0,1,0,348,0,0,0,0,0,0,0,9,0,311,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,4,0,66,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.293193717277486
/Zest/,Protoss,208,2,0,0,0,0,0,0,0,0,0,0,0,7,0,77,0,0,0,0,0,0,0,1,0,221,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.126525751711819
/Rain/,Protoss,230,2,1,0,0,0,0,0,0,0,0,0,0,13,0,55,0,0,0,0,0,0,0,1,0,223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20690681750521
/Rain/,Protoss,98,20,0,0,1,0,0,0,0,0,0,0,0,1,0,300,0,0,0,0,0,0,0,12,0,292,0,0,0,0,0,0,0,3,0,42,0,0,0,0,0,0,0,3,0,61,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.524575513851653
/Rain/,Protoss,195,4,0,0,0,0,0,0,0,0,0,0,0,9,0,76,0,0,0,0,0,0,0,1,0,186,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.750522856289215
/Life/,Zerg,390,11,0,1,0,0,0,0,0,0,0,0,0,39,0,313,0,0,0,0,0,0,0,39,0,153,0,0,0,0,0,0,0,7,0,52,0,0,0,0,0,0,0,2,0,635,0,0,0,0,0,0,0,2,0,75,0,0,0,0,0,0,0,4,0,73,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.17686467172845
/soO/,Zerg,322,16,1,0,0,0,0,0,0,0,0,0,0,4,3,68,0,0,0,0,0,0,0,7,0,93,0,0,0,0,0,0,0,5,0,97,0,0,0,0,0,0,0,2,0,46,0,0,0,0,0,0,0,1,0,308,0,0,0,0,0,0,0,1,0,81,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45064761054042
/Life/,Zerg,358,4,0,1,0,0,0,0,0,0,0,0,0,28,0,292,0,0,0,0,0,0,0,40,0,205,0,0,0,0,0,0,0,9,0,37,0,0,0,0,0,0,0,2,0,619,0,0,0,0,0,0,0,5,0,79,0,0,0,0,0,0,0,8,0,61,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.69217028877642
/Life/,Zerg,281,0,0,1,0,0,0,0,0,0,0,0,0,26,0,412,0,0,0,0,0,0,0,33,0,135,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,588,0,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.87033987123821
/soO/,Zerg,307,3,1,0,0,0,0,0,0,0,0,0,0,11,2,123,0,0,0,0,0,0,0,2,0,60,0,0,0,0,0,0,0,5,0,78,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,303,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.194816800714923
/Life/,Zerg,328,12,1,1,0,0,0,0,0,0,0,0,0,43,0,433,0,0,0,0,0,0,0,27,0,98,0,0,0,0,0,0,0,5,0,47,0,0,0,0,0,0,0,2,0,673,0,0,0,0,0,0,0,4,0,79,0,0,0,0,0,0,0,4,0,75,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.5236818588025
/soO/,Zerg,322,6,0,0,0,0,0,0,0,0,0,0,0,5,3,70,0,0,0,0,0,0,0,4,0,115,0,0,0,0,0,0,0,4,0,107,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,1,0,343,0,0,0,0,0,0,0,1,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.901697944593387
/Life/,Zerg,369,9,0,1,0,0,0,0,0,0,0,0,0,26,0,357,0,0,0,0,0,0,0,32,0,176,0,0,0,0,0,0,0,9,0,48,0,0,0,0,0,0,0,3,0,642,0,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.8707948794284
/soO/,Zerg,279,2,1,0,0,0,0,0,0,0,0,0,0,2,2,187,0,0,0,0,0,0,0,2,0,201,0,0,0,0,0,0,0,4,0,109,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,1,0,319,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.390113162596784
/Life/,Zerg,355,5,0,0,0,0,0,0,0,0,0,0,0,22,0,231,0,0,0,0,0,0,0,40,0,227,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,2,0,624,0,0,0,0,0,0,0,2,0,88,0,0,0,0,0,0,0,2,0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.051392819901682
/sOs/,Protoss,95,18,6,0,1,0,0,0,0,0,0,0,0,1,0,320,0,0,0,0,0,0,0,12,1,308,0,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0,0,3,0,59,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.914741392159786
/Zest/,Protoss,215,11,0,1,0,0,0,0,0,0,0,0,0,17,0,175,0,0,0,0,0,0,0,6,0,74,0,0,0,0,0,0,0,1,0,133,0,0,0,0,0,0,0,3,0,120,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.071010358804984
/sOs/,Protoss,210,2,0,1,0,0,0,0,0,0,0,0,0,13,0,143,0,0,0,0,0,0,0,3,0,85,0,0,0,0,0,0,0,1,0,251,0,0,0,0,0,0,0,3,0,133,0,0,0,0,0,0,0,3,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.104477611940299
/Zest/,Protoss,128,30,0,0,1,0,0,0,0,0,0,0,0,2,0,364,0,0,0,0,0,0,0,10,0,351,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,65,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.753907994640464
/Zest/,Protoss,99,36,0,0,1,0,0,0,0,0,0,0,0,1,0,365,0,0,0,0,0,0,0,13,0,388,0,0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,0,4,0,71,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.495310406431443
/Rain/,Protoss,127,3,0,1,0,0,0,0,0,0,0,0,0,20,0,115,0,0,0,0,0,0,0,17,0,40,0,0,0,0,0,0,0,2,0,94,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.18628912071535
/herO/,Protoss,178,2,1,0,0,0,0,0,0,0,0,0,0,6,0,84,0,0,0,0,0,0,0,3,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.966502903081733
/herO/,Protoss,174,2,0,0,0,0,0,0,0,0,0,0,0,8,0,89,0,0,0,0,0,0,0,1,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.743188923626619
/herO/,Protoss,186,3,0,1,0,0,0,0,0,0,0,0,0,10,0,144,0,0,0,0,0,0,0,33,0,49,0,0,0,0,0,0,0,2,0,111,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,1,0,185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.592228673514962
/Life/,Zerg,209,0,1,0,0,0,0,0,0,0,0,0,0,19,0,296,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,3,0,328,0,0,0,0,0,0,0,2,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62719952281539
/Maru/,Terran,288,2,0,0,0,0,0,0,0,0,0,0,0,41,0,329,0,0,0,0,0,0,0,30,0,104,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,2,0,550,0,0,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,2,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.407771326485038
/Life/,Zerg,219,0,2,0,0,0,0,0,0,0,0,0,0,6,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,430,0,0,0,0,0,0,0,1,0,286,0,0,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.674854845913353
/Maru/,Terran,381,5,0,0,0,0,0,0,0,0,0,0,0,40,0,349,0,0,0,0,0,0,0,25,0,121,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,2,0,597,0,0,0,0,0,0,0,2,0,115,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.567133075320035
/Life/,Zerg,345,10,1,1,0,0,0,0,0,0,0,0,0,29,0,405,0,0,0,0,0,0,0,34,0,170,0,0,0,0,0,0,0,8,0,43,0,0,0,0,0,0,0,3,0,726,0,0,0,0,0,0,0,2,0,79,0,0,0,0,0,0,0,4,0,67,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.26027397260274
/Life/,Zerg,209,0,3,0,0,0,0,0,0,0,0,0,0,6,0,302,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,3,0,395,0,0,0,0,0,0,0,2,0,193,0,0,0,0,0,0,0,2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.047930931824947
/Maru/,Terran,349,4,0,1,0,0,0,0,0,0,0,0,0,28,0,305,0,0,0,0,0,0,0,27,0,221,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,0,2,0,672,0,0,0,0,0,0,0,3,0,67,0,0,0,0,0,0,0,3,0,72,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.07621315867818
/PartinG/,Protoss,343,5,0,1,0,0,0,0,0,0,0,0,0,3,0,347,0,0,0,0,0,0,0,4,0,144,0,0,0,0,0,0,0,3,0,64,0,0,0,0,0,0,0,8,0,47,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,1,0,115,0,0,0,0,0,0,0,3,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94238499330058
